mail	0.113820739 0.049809180 0.078928068 -0.121508121 0.225703508 0.040731933 0.051045768 0.011388040 -0.031249180 0.071280055
day	0.219523400 -0.046241675 0.068484582 -0.195297956 0.243703112 -0.043446884 0.116759323 0.066720106 0.046271000 0.034639277
thought	0.070619173 -0.023817940 0.093321666 -0.109606966 0.136467829 -0.026971271 0.029955158 0.051302984 -0.038529653 0.015986420
week	0.069575898 0.010059454 0.066477597 -0.134860069 0.153033629 -0.012348142 0.053253721 -0.024090817 0.020002890 0.007167567
read	0.237561643 0.026198186 0.159366593 -0.129465595 0.309556335 -0.055353124 0.106876493 0.023131629 0.018909087 0.076373801
change	0.103853896 0.024078742 0.089766823 -0.105502278 0.112221718 -0.011426749 0.029730851 -0.029999999 -0.046470307 0.001891589
mine	0.196169838 -0.020137472 0.134043053 -0.126638949 0.254708081 -0.031690501 0.100793689 0.025026202 -0.048766606 0.003085319
point	0.230240047 0.031870265 0.158999726 -0.159669131 0.336005360 0.026113307 0.164269924 0.087094247 0.023118075 0.082768112
coming	0.120249063 -0.008043551 0.049473528 -0.116462901 0.177386776 -0.000947215 0.045753647 0.026734594 0.016785802 0.043157030
reason	0.099455878 -0.049545996 0.119966581 -0.123718970 0.233522937 0.032782353 0.048820004 0.054425254 0.040413182 0.023111496
fact	0.200151309 0.001846110 0.131553575 -0.141566724 0.232220933 -0.028177604 0.121272072 0.079471275 0.012431231 -0.008528451
religion	0.107551716 -0.000640059 0.104898937 -0.053831752 0.168677121 0.036538202 0.037013739 0.028430259 -0.038669623 0.070102118
people	0.344068110 -0.033246715 0.182477906 -0.274746120 0.414222926 -0.051751092 0.143655062 0.089769222 -0.053000871 0.089931279
true	0.145984754 -0.002245703 0.101847447 -0.144169480 0.237921283 0.007623990 0.067558333 0.029116424 -0.037707828 0.013651246
history	0.092150100 0.020526186 0.017760433 -0.115079582 0.167800441 -0.035258677 0.064840391 0.064834557 -0.034856278 -0.013533005
days	0.115834020 0.035824690 0.055289239 -0.140653759 0.152813703 -0.032740761 0.024650730 0.018980732 0.000817867 0.029584005
class	0.076857403 -0.043180663 0.009896681 -0.117489122 0.171595097 0.026774982 0.040064029 -0.004010017 -0.032335207 0.051778127
exists	0.030377051 0.025492063 0.077814229 -0.034710195 0.072476864 -0.046013225 0.026135767 -0.024416756 -0.039930578 -0.017812319
today	0.170581311 -0.003813854 0.036579531 -0.160930201 0.172618300 -0.021391697 0.084321745 -0.004167926 -0.045126613 0.018699156
white	0.056296185 -0.042893689 0.006501657 -0.027741151 0.115791216 -0.008107170 0.082115889 -0.020355197 0.017372612 0.021439426
hell	0.043048792 0.006098246 0.028495044 -0.029068589 0.092983067 0.024845989 -0.005668676 0.036804982 0.048396364 0.001836465
feel	0.170180663 -0.006825088 0.028431175 -0.070000157 0.164063305 -0.037650704 0.090988591 0.010027578 0.042566821 0.028473217
data	0.237755522 0.018999964 0.110745229 -0.238382250 0.336960077 -0.034006398 0.187204510 0.014516228 0.026926706 0.069447607
computer	0.235670313 0.036632258 0.106696978 -0.143553361 0.331787020 0.038426857 0.113167532 0.029095691 -0.017173495 0.035935190
reply	0.165989563 0.031362064 0.146353766 -0.122250699 0.266064256 0.030012667 0.124958999 0.025785998 -0.040684365 0.043503437
info	0.129404545 -0.039283752 0.108865894 -0.096729055 0.265593588 -0.035150304 0.136467800 0.060224786 0.047074229 0.050589994
file	0.173931807 0.013960588 0.096874535 -0.123294584 0.242769778 -0.053567510 0.082471944 0.022133347 0.049357679 -0.016834216
box	0.120846897 -0.031873975 0.075475648 -0.131475791 0.129461467 -0.047904547 0.101185329 -0.000304540 0.038953859 0.046723355
address	0.101074912 -0.024438459 0.050544959 -0.175258726 0.226530388 -0.039217159 0.087026037 0.063143007 -0.046206385 0.076201171
wanted	0.053865504 0.031708121 0.103499338 -0.115162931 0.182778269 0.014904061 0.047402143 -0.021293314 -0.013695454 0.019759713
robert	0.088133521 -0.036303770 0.085135534 -0.126429066 0.237068340 -0.020804996 0.036442973 0.039936595 -0.046000883 0.029022172
science	0.106441237 0.025621191 0.127336070 -0.099497952 0.234233856 0.017358599 0.111446731 -0.012906239 0.006859394 0.000791817
major	0.118286446 0.043652620 0.032493476 -0.082625769 0.174437717 -0.039469689 0.016163900 0.034246914 0.010432833 0.050948031
internet	0.078851901 0.012534717 0.049953684 -0.077564433 0.154599801 -0.041639823 0.096580423 0.000145828 -0.019435244 0.060521021
de	0.133795038 0.024324995 0.015273548 -0.032862756 0.155095473 0.024491739 0.024148962 0.023699824 0.032142360 0.055049125
view	0.100716688 0.019693773 0.046477698 -0.060069673 0.220854729 -0.011878590 0.041963905 0.057357583 0.023035077 0.029130971
center	0.178653702 0.006526927 0.126507878 -0.138492554 0.216604754 -0.038652014 0.080372326 -0.011906108 -0.038112614 0.008890295
david	0.163175583 0.010849120 0.118196592 -0.099884540 0.184971288 -0.041936662 0.103547327 0.062339157 0.002951004 -0.008055373
interesting	0.142443672 0.029768435 0.013574469 -0.131859124 0.184345961 -0.000925156 0.067776643 0.052901462 0.037109334 -0.013825971
chip	0.212579399 0.017728634 0.047528885 -0.136827976 0.211068779 -0.029001979 0.081969656 0.072326928 -0.020182941 0.003195431
state	0.185423508 0.048102319 0.145039946 -0.184166089 0.317583472 0.033062078 0.153144151 0.079398558 -0.031782363 -0.001793945
thing	0.102512367 -0.019392153 0.086608127 -0.147616833 0.160049155 -0.031697549 0.127586469 0.037693501 0.017694192 -0.008793108
bit	0.214027762 0.045232344 0.161324695 -0.167312443 0.351025403 -0.018680044 0.149149269 0.101059504 -0.021829536 0.038097441
phone	0.200989082 -0.047405683 0.088638417 -0.169671312 0.236192137 0.007014175 0.112187482 0.044194199 -0.007044607 0.071150176
access	0.147742316 0.039824106 0.094823956 -0.149085358 0.292110682 -0.007004668 0.134652629 0.066941127 0.037615873 -0.000225059
copy	0.064892113 -0.014132347 0.091440648 -0.066560596 0.109593749 -0.016662870 0.069514632 0.048251916 0.031399909 0.039107207
fax	0.129250437 -0.000971035 0.069533162 -0.075979002 0.192468479 0.009258366 0.113370791 0.002185999 0.010117155 0.044258069
public	0.142425060 -0.029522922 0.082911804 -0.156255558 0.185982659 -0.010756058 0.125267252 0.005578372 -0.033015639 0.046142884
key	0.087667704 0.006133795 0.057845797 -0.119393066 0.190035999 -0.020544609 0.072024688 0.063006781 -0.024597311 -0.019507974
city	0.174806625 0.003403656 0.139145702 -0.092100166 0.254169315 0.001398701 0.080025412 0.056460842 0.029539818 0.016801441
note	0.112397112 -0.012234108 0.032339241 -0.070622697 0.159317732 0.031031637 0.093501911 0.038878947 0.028699439 0.013403473
christian	0.112221159 -0.013230099 0.059442524 -0.123702727 0.168245807 -0.021100147 0.112941042 -0.001300749 0.000156563 0.072655298
wrote	0.188673183 -0.008113890 0.099593371 -0.146267101 0.239501491 -0.042155527 0.065291315 0.072863720 -0.010007308 -0.014095437
open	0.137200668 0.018119242 0.087021872 -0.085596934 0.099491686 -0.004830487 0.048427347 0.053572658 -0.016269779 0.012152767
bible	0.155334234 0.018048149 0.065965392 -0.092989601 0.152598456 -0.013963511 0.073001802 0.079450779 -0.046297949 -0.001759542
told	0.113655001 0.049729340 0.019482139 -0.063607857 0.167165816 0.041053876 0.058892749 -0.017044120 0.014146780 -0.024978442
called	0.205339104 0.030048702 0.071937822 -0.197130427 0.286459744 0.028197434 0.148839608 0.052426711 -0.017359938 0.077671051
important	0.164237916 0.016530784 0.122233272 -0.095946282 0.210868150 0.007218724 0.081747137 0.032293517 0.034433950 0.060390905
experience	0.091403954 -0.021797618 0.045597281 -0.034217905 0.103444897 -0.040148497 0.020347366 -0.026189219 -0.020432241 -0.029974343
light	0.034065016 -0.025461903 0.029101601 -0.093594588 0.062310718 -0.047466308 0.059453174 0.052449547 0.018632367 -0.008050533
lot	0.193559587 -0.039352030 0.155281797 -0.154572710 0.278620362 -0.040972106 0.099958755 0.050522089 -0.020404940 0.056870896
ac	0.076836258 -0.045241311 0.062302664 -0.020499818 0.083050266 0.000021263 0.012316776 -0.037765164 -0.001254644 -0.036440410
ca	0.180973589 -0.020066788 0.123877220 -0.113839447 0.264510900 0.014776031 0.090969309 0.007458934 0.011639858 0.071827464
newsreader	0.148214340 -0.000147987 0.082483448 -0.125423461 0.163948700 -0.032924693 0.006514210 0.056473214 0.042351227 0.013564336
tin	0.106277511 0.039067950 0.044797070 -0.116945490 0.099568859 -0.037283998 0.024216643 -0.018998440 0.011924754 0.007324553
version	0.149274439 0.018794784 0.106117278 -0.174245492 0.315263659 0.022186527 0.096485496 0.011715999 -0.011484619 0.051360849
things	0.184804708 -0.045160726 0.101913519 -0.172451451 0.200591922 0.016448986 0.127491832 0.058612309 0.018627664 0.025170697
couple	0.180092439 0.043695804 0.035894845 -0.109836146 0.191971093 -0.035147741 0.105201811 0.019548984 0.021675266 0.053880770
issue	0.082863614 -0.017816059 0.061607499 -0.031156924 0.066578858 -0.032373637 0.042660575 0.044244513 0.022744291 0.054170389
image	0.085284837 0.044880249 0.091511354 -0.044020601 0.125869215 0.009973215 0.053324364 0.027204383 0.021470567 -0.007338181
including	0.114652969 0.000136549 0.065728754 -0.133772567 0.111752011 -0.004476759 0.095921367 -0.018239295 -0.049946077 0.000907601
mark	0.166107297 0.007728477 0.072666109 -0.139387339 0.229848966 -0.043152209 0.135201782 0.079914421 0.044767398 -0.014094741
national	0.173254788 0.011214622 0.100921653 -0.216757268 0.297392756 0.023442533 0.116967775 0.014579787 -0.026393473 0.023118613
sun	0.216089696 -0.000614516 0.135471374 -0.149765134 0.247230873 -0.029020661 0.059991051 0.026747527 0.030418415 0.040807068
wrong	0.190635905 -0.036056347 0.119350530 -0.134309605 0.169723496 0.027162600 0.047604136 0.012671516 0.026769210 0.056804262
simply	0.103063680 0.035350543 0.104667626 -0.034454968 0.161581546 0.032703832 0.009894646 0.037108239 0.018552726 -0.007077524
means	0.198713094 0.009314115 0.067102492 -0.133323535 0.234616339 0.040342432 0.082611084 0.003432667 -0.002591054 0.034214187
western	0.107034795 -0.025314657 0.099865094 -0.044290982 0.166197449 0.024855018 0.043796524 0.002832364 -0.042060908 -0.017009154
strong	0.147013828 -0.028104601 0.065852575 -0.162755668 0.228073746 -0.049533915 0.133447900 0.027036369 0.020472912 0.041925579
word	0.100195006 0.051150613 0.060626179 -0.143707663 0.166383788 -0.036826588 0.100982293 0.042416044 0.048564792 0.004294368
sense	0.114736877 -0.035771005 0.070639648 -0.108727217 0.156905353 0.020957895 0.090912141 0.076215349 -0.036184650 0.016558200
tom	0.161987960 -0.046419300 0.124440596 -0.131819963 0.250823915 -0.014633656 0.132835835 -0.004032006 -0.018111996 0.020972725
kind	0.186037078 -0.021119699 0.063639998 -0.153851360 0.226462647 0.017810017 0.134314761 0.014817273 -0.042511493 0.002115985
hold	0.162677109 -0.018529939 0.117383428 -0.060207978 0.182793751 0.029495571 0.110240757 0.037196834 0.008491169 0.044127900
number	0.244508505 0.047517598 0.112954035 -0.239196301 0.335836500 0.031105440 0.118947603 0.008797538 0.020902734 0.047851738
takes	0.002124690 0.033872858 0.010105695 -0.039920580 0.045711659 -0.005701488 0.042771425 0.044811361 0.027629945 0.043477658
claim	0.177634239 -0.022189427 0.060128435 -0.135576338 0.208861277 0.025870597 0.058360726 0.004328189 -0.034161929 0.064026698
based	0.154058874 -0.049181119 0.128787652 -0.118958019 0.217900515 -0.041727159 0.054085948 0.065035544 -0.026934654 0.073568828
written	0.121231265 0.034417111 0.021652097 -0.081221469 0.146522731 0.021788821 0.063448526 0.031581376 0.009566128 0.006953936
truth	0.208980605 -0.012281035 0.089505978 -0.145715252 0.301417798 -0.027599821 0.102126978 0.013646496 -0.016006788 0.055837043
short	0.036998291 0.008590557 0.053332202 -0.031445753 0.134204999 0.047580376 0.065669589 0.030591836 -0.005487355 -0.026464023
full	0.108938023 -0.029904483 0.050177652 -0.115209833 0.155426562 0.024559040 0.098892331 0.063280664 0.041473653 -0.001598315
real	0.218003109 0.044971574 0.116409354 -0.239586949 0.322113991 -0.031732097 0.154288933 0.015481169 -0.048617464 0.003498253
expressed	0.055379488 -0.000213897 0.092988402 -0.117144041 0.172710776 -0.044510156 0.039002955 0.020987211 0.008530553 0.001560905
understand	0.121295653 0.036746260 0.111478984 -0.054399189 0.166235521 0.024925346 0.069035716 0.074205950 -0.024108242 0.039301071
miles	0.155388117 -0.018744992 0.052466955 -0.153290883 0.255924881 -0.024809612 0.088621408 0.042044919 -0.047162741 0.018118864
great	0.132552475 -0.006169983 0.083187036 -0.116092212 0.267564476 0.039485592 0.068703882 0.069275767 -0.037855219 0.063191004
work	0.160613224 -0.024817470 0.058339577 -0.132258475 0.276815474 -0.046642195 0.118344150 0.046936586 -0.000409402 0.058632426
long	0.192293465 0.020225812 0.146268174 -0.128155753 0.218208998 0.033440191 0.143887863 0.012206865 -0.036692519 0.027680956
error	0.150298968 -0.017950097 0.076497816 -0.078353256 0.158174738 -0.043299988 0.092644818 0.070521809 -0.046782173 -0.021146253
college	0.111746065 0.028774571 0.090853006 -0.134396240 0.137752652 -0.025214521 0.103164256 0.011076502 0.021602923 0.006506253
news	0.210358471 -0.035024017 0.069959819 -0.104353927 0.204192281 0.000557079 0.082663886 -0.011591214 -0.044264060 0.002718525
remember	0.128465444 -0.049478818 0.042621646 -0.052086309 0.135073036 0.023321699 0.020046853 -0.021894902 -0.049258407 0.052958585
agree	0.139763102 -0.032370094 0.094436914 -0.063300990 0.106632799 -0.049406543 0.049585413 0.069702454 -0.026460607 0.048072189
give	0.214416131 -0.041606180 0.133489579 -0.205393851 0.240255579 -0.050060961 0.113961309 0.073398486 -0.019006025 0.009554274
government	0.231740832 0.028654955 0.174191907 -0.191351354 0.364713579 0.036249511 0.128890157 0.072523765 0.031882245 0.088916235
gun	0.132370844 -0.039889626 0.080897734 -0.168957993 0.240354285 0.002269432 0.147782147 0.004913567 -0.045613337 0.070261970
control	0.238992229 -0.047523353 0.163616687 -0.216054916 0.339487314 0.026533034 0.115088075 0.087298363 -0.043913674 0.098851785
sort	0.078471497 0.008756744 0.019024877 -0.049983267 0.115684643 -0.021619935 0.089016594 -0.011421707 0.033014338 0.043402657
law	0.145887822 -0.017651441 0.059460927 -0.125789061 0.213382021 0.045590524 0.106740430 0.050224803 0.021663036 0.006857606
opinion	0.149828076 -0.034397166 0.069046177 -0.116126366 0.133204877 0.026387177 0.109621443 0.066808730 -0.049392786 -0.024906974
continue	0.076950222 0.010582709 0.049388040 -0.039103646 0.141172484 -0.007955424 0.048328560 -0.024044005 0.032589246 -0.025304798
required	0.104946814 0.004995355 0.039664093 -0.129403546 0.146365240 -0.033438396 0.021010695 -0.009011988 0.029577311 -0.017531661
write	0.080801181 0.045920059 0.027700808 -0.089998156 0.156698912 -0.021168882 0.072538659 0.041379157 0.008099981 -0.011242989
application	0.069608167 0.020118598 0.103545487 -0.134569302 0.125806496 -0.019615600 0.089157633 -0.002315004 0.028313305 0.068777069
idea	0.114992574 -0.047815565 0.026019692 -0.070117503 0.123215176 -0.034902960 0.057071403 0.050757796 0.041884750 0.040753797
top	0.125029936 -0.042908594 0.094267711 -0.134374037 0.153139621 -0.046841446 0.061201271 -0.024978962 -0.038138878 -0.005084157
bill	0.094951525 0.017086416 0.080481932 -0.132903054 0.215794206 -0.042226557 0.050422408 -0.002066230 0.017900197 0.029899165
thinking	0.105587430 -0.018277736 0.094905585 -0.120522857 0.166926712 -0.037826017 0.070196964 0.022763703 -0.037341338 0.066031739
time	0.253228664 0.011587834 0.120391347 -0.225372404 0.401198745 0.021023549 0.154180288 0.030297648 -0.048491467 0.053256221
project	0.133535609 -0.004448715 0.031645034 -0.129232898 0.199443802 0.009886825 0.052012425 0.050606176 -0.002222348 0.068649314
software	0.155827522 0.009473399 0.129095107 -0.162087768 0.227797180 0.021626543 0.090540804 0.039132629 0.006512767 0.072082460
easy	0.082799591 -0.044632912 0.038131732 -0.055656739 0.176402748 0.020662138 0.052634772 0.024339974 0.034318812 0.069157034
appreciated	0.066733368 0.025873002 0.047492422 -0.006888340 0.104943834 -0.031146383 0.058754720 0.000066310 0.031029301 -0.004466593
email	0.167728856 -0.037468389 0.128469735 -0.120577365 0.261270642 0.017051173 0.111555927 0.008582055 0.040508371 0.002051515
radio	0.218234524 -0.047369957 0.070407175 -0.199505210 0.279918313 0.024878116 0.063559383 -0.005348458 -0.016102592 0.065020867
high	0.226818457 -0.044131413 0.055852763 -0.207142502 0.282285422 0.007918252 0.088004902 0.042477455 0.044885792 -0.002493163
computing	0.037796948 0.019891679 0.038194105 -0.088946424 0.143107742 -0.047909353 0.063217103 0.001522853 -0.014966493 -0.000210534
making	0.148715273 0.027413597 0.132838890 -0.120526358 0.182015345 -0.047365554 0.039284728 0.072116032 -0.044809751 0.024195785
division	0.176761597 0.010307573 0.077358298 -0.139575243 0.269962490 -0.021896424 0.108335644 0.037271868 -0.031128170 0.054181851
originator	0.023112444 -0.016494865 -0.004890845 -0.047878210 0.018506490 0.041310851 0.040636398 0.043115493 0.047373340 -0.021011272
game	0.120686553 0.047622845 0.062005278 -0.128638282 0.142763048 -0.020977957 0.090255708 -0.009241801 0.005661986 -0.000992211
california	0.059177831 0.025196789 0.071686544 -0.067379072 0.190862373 0.044550404 0.066205315 0.045276042 -0.037240148 -0.020703200
late	0.135411263 -0.021602226 0.098529279 -0.084268168 0.191109583 0.046558913 0.105213270 0.028111659 -0.002218724 0.051146746
part	0.214396566 -0.028958971 0.137873650 -0.180962443 0.225922137 -0.039550789 0.104450330 0.012635495 -0.019925766 0.029203832
numbers	0.135484919 -0.009515340 0.070564516 -0.055591777 0.159706488 -0.003776618 0.063680701 0.004790880 0.014743024 0.006496774
hard	0.164840594 -0.042936757 0.144343764 -0.165161967 0.257125229 0.036075417 0.148020327 0.019708319 0.027897464 0.044716530
sound	0.117893547 0.032409180 0.125238508 -0.155852675 0.178853139 -0.020756550 0.065826491 0.006517755 -0.014723624 0.012636711
bad	0.169807523 -0.038328413 0.099091873 -0.138510033 0.358356297 0.008669397 0.082700863 0.030009583 0.032065276 0.031587131
early	0.094162866 0.016855456 0.024057360 -0.076605000 0.071657099 -0.015510036 0.021857129 -0.007623155 0.037400734 0.056738894
year	0.174998686 0.034687966 0.175575316 -0.238791704 0.352791429 -0.034678143 0.114289030 0.073932782 0.022860793 0.072445221
small	0.178272098 0.040211581 0.108872250 -0.113048859 0.152133539 -0.036030822 0.074517235 -0.016973848 0.016504765 0.054794807
big	0.180146903 -0.041521467 0.060732201 -0.163938254 0.272830665 0.026263446 0.079918332 0.061024413 -0.034654573 0.010377228
memory	0.202064037 -0.038614571 0.135485202 -0.197143361 0.350601941 0.040156540 0.121423610 0.028578861 -0.003354658 0.020672468
pretty	0.173168063 0.015388492 0.110329404 -0.124718234 0.227904454 -0.014979609 0.122551762 0.018151870 0.044021610 0.074324973
man	0.120141417 0.021423824 0.050203092 -0.110516183 0.132972658 -0.053336885 0.065748349 0.065301113 0.041844890 -0.014374586
made	0.266669720 0.048172150 0.177686229 -0.181156516 0.361508548 0.016951004 0.122668788 0.057313792 0.011204770 0.093951546
understanding	0.067960083 -0.010884714 0.088929236 -0.041113622 0.136902437 0.026644520 0.021360297 -0.017762203 0.029698739 0.010839252
space	0.217694357 0.004039159 0.189645663 -0.252435774 0.384417593 -0.017737754 0.176282093 0.039509587 -0.011035595 0.073085465
disclaimer	0.158152819 0.034324139 0.063884869 -0.191053227 0.247701332 -0.036259502 0.051188394 0.049930759 -0.034685262 0.014667080
cs	0.175183877 -0.032979090 0.135719180 -0.172660455 0.257017255 0.044199601 0.049468413 0.056467623 0.037680998 0.020275876
dept	0.100226320 0.016353589 0.019996429 -0.108741827 0.141070023 -0.003857980 0.089251377 0.001278381 -0.025109898 0.012101873
current	0.200316340 -0.040377144 0.079837762 -0.160733476 0.186669573 -0.004405060 0.041482341 0.060530085 0.028805595 0.037522793
drive	0.210110694 -0.017983353 0.171352923 -0.200792328 0.319453359 0.023283685 0.179824859 0.015591203 -0.041449372 0.044205304
